Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1167,20,RL,64.0,10475,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1694,1694,GasA,Ex,Y,1694,0,0,1694,0,0,2,0,3,1,Gd,7,Typ,0,3,776,Y,160,33,0,0,0,0,0,2,2010,WD,Normal,245350
1168,60,RL,58.0,10852,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,786,0,173,959,GasA,Ex,Y,959,712,0,1671,1,0,2,1,3,1,TA,7,Typ,1,2,472,Y,0,38,0,0,0,0,0,2,2006,WD,Normal,173000
1169,70,RL,120.0,13728,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1935,1986,Hip,CompShg,Stucco,Stucco,TA,TA,CBlock,626,0,501,1127,GasA,Ex,Y,1236,872,0,2108,0,0,2,0,4,1,Gd,7,Typ,2,2,540,Y,0,0,0,0,90,0,0,7,2008,WD,Normal,235000
1170,60,RL,118.0,35760,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1995,1996,Hip,CompShg,HdBoard,HdBoard,Gd,Gd,PConc,1387,0,543,1930,GasA,Ex,Y,1831,1796,0,3627,1,0,3,1,4,1,Gd,10,Typ,1,3,807,Y,361,76,0,0,0,0,0,7,2006,WD,Normal,625000
1171,80,RL,76.0,9880,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,522,0,574,1096,GasA,TA,Y,1118,0,0,1118,1,0,1,0,3,1,TA,6,Typ,1,1,358,Y,203,0,0,0,0,576,0,7,2008,WD,Normal,171000
1172,20,RL,76.0,9120,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,662,0,599,1261,GasA,Ex,Y,1261,0,0,1261,1,0,1,0,3,1,TA,6,Typ,1,2,433,Y,0,0,0,0,288,0,1400,11,2008,WD,Normal,163000
1173,160,FV,35.0,4017,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,0,0,625,625,GasA,Ex,Y,625,625,0,1250,0,0,2,1,2,1,Gd,5,Typ,0,2,625,Y,0,54,0,0,0,0,0,3,2008,WD,Normal,171900
1174,50,RL,138.0,18030,Pave,IR1,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,152,469,977,1598,GasA,TA,Y,1636,971,479,3086,0,0,3,0,3,1,Ex,12,Maj1,1,0,0,Y,122,0,0,0,0,0,0,3,2007,WD,Normal,200500
1175,70,RL,80.0,16560,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,503,0,449,952,GasA,TA,Y,1170,1175,0,2345,0,0,2,1,4,1,TA,9,Typ,1,2,360,Y,0,0,0,0,0,0,0,7,2006,WD,Normal,239000
1176,50,RL,85.0,10678,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,HdBoard,Gd,TA,PConc,700,0,983,1683,GasA,Ex,Y,2129,743,0,2872,0,0,2,1,4,1,Gd,9,Typ,1,2,541,Y,0,33,0,0,0,0,0,4,2007,WD,Normal,285000
1177,20,RL,37.0,6951,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,658,0,218,876,GasA,TA,Y,923,0,0,923,1,0,1,0,3,1,TA,5,Typ,0,1,264,Y,362,0,0,0,0,0,0,10,2008,WD,Normal,119500
1178,50,RM,70.04995836802665,3950,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,468,0,350,818,GasA,TA,Y,818,406,0,1224,0,0,1,0,3,1,TA,5,Typ,0,1,210,N,0,0,116,0,0,0,0,12,2009,WD,Normal,115000
1179,50,RL,54.0,7681,Pave,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,0,0,731,731,GasA,Ex,Y,820,523,0,1343,0,0,1,1,3,1,TA,7,Typ,1,1,186,Y,192,0,102,0,0,0,0,7,2009,WD,Normal,154900
1180,20,RL,77.0,8335,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,Slab,0,0,0,0,GasA,Gd,Y,1124,0,0,1124,0,0,1,0,3,1,TA,5,Min2,1,0,0,N,0,36,190,0,0,0,0,4,2006,WD,Normal,93000
1181,60,RL,70.04995836802665,11170,Pave,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,MetalSd,MetalSd,TA,TA,Wood,1216,0,0,1216,GasA,Ex,Y,1298,1216,0,2514,0,0,2,1,4,1,TA,8,Typ,0,2,693,Y,0,0,0,0,0,0,0,4,2006,WD,Normal,250000
1182,120,RM,64.0,5587,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Ex,TA,PConc,1480,0,120,1600,GasA,Ex,Y,1652,0,0,1652,1,1,2,0,2,1,Gd,5,Typ,1,2,482,Y,162,53,0,153,0,0,0,11,2008,New,Partial,392500
1183,60,RL,160.0,15623,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1996,1996,Hip,CompShg,Wd Sdng,ImStucc,Gd,TA,PConc,2096,0,300,2396,GasA,Ex,Y,2411,2065,0,4476,1,0,3,1,4,1,Ex,10,Typ,2,3,813,Y,171,78,0,0,0,555,0,7,2007,WD,Abnorml,745000
1184,30,RL,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,TA,TA,BrkTil,821,0,299,1120,GasA,Ex,Y,1130,0,0,1130,1,0,1,0,2,1,TA,5,Typ,1,2,720,Y,229,0,0,0,0,0,0,6,2006,WD,Normal,120000
1185,20,RL,50.0,35133,Grvl,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,1963,1963,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,1159,0,413,1572,GasA,Gd,Y,1572,0,0,1572,1,0,1,1,3,1,TA,5,Typ,2,3,995,Y,0,263,0,0,263,0,0,5,2007,WD,Normal,186700
1186,50,RL,60.0,9738,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,AsbShng,TA,Gd,BrkTil,392,0,392,784,GasA,Gd,Y,949,272,0,1221,1,0,1,0,4,1,TA,7,Typ,0,1,392,Y,0,0,236,0,0,0,0,3,2006,WD,Normal,104900
1187,190,RL,107.0,10615,Pave,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,440,0,538,978,GasA,TA,Y,1014,685,0,1699,1,0,2,0,3,2,TA,7,Typ,0,2,420,Y,0,74,0,0,0,0,0,8,2009,WD,Abnorml,95000
1188,20,RL,89.0,12461,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,Gd,TA,PConc,1456,0,168,1624,GasA,Ex,Y,1624,0,0,1624,1,0,2,0,2,1,Gd,5,Typ,1,3,757,Y,0,114,192,0,0,0,0,7,2006,WD,Normal,262000
1189,60,RL,68.0,8935,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,831,831,GasA,Ex,Y,831,829,0,1660,0,0,2,1,3,1,Gd,7,Typ,0,2,493,Y,144,68,0,0,0,0,0,7,2009,WD,Normal,195000
1190,60,RL,60.0,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,0,0,994,994,GasA,Gd,Y,1028,776,0,1804,0,0,2,1,3,1,Gd,7,Typ,1,2,442,Y,140,60,0,0,0,0,0,6,2010,WD,Normal,189000
1191,190,RL,70.04995836802665,32463,Pave,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,4,4,1961,1975,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,1159,0,90,1249,GasA,Ex,Y,1622,0,0,1622,1,0,1,0,3,1,TA,7,Typ,1,4,1356,Y,439,0,0,0,0,0,0,3,2007,WD,Normal,168000
1192,160,FV,24.0,2645,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,0,0,776,776,GasA,Ex,Y,764,677,0,1441,0,0,2,1,2,1,Gd,5,Typ,0,2,492,Y,206,0,0,0,0,0,0,11,2007,WD,Normal,174000
1193,50,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,CompShg,VinylSd,VinylSd,TA,TA,PConc,0,0,702,702,GasA,Gd,Y,842,630,0,1472,0,0,1,0,3,1,Gd,6,Typ,0,1,250,P,0,0,84,0,0,0,0,7,2007,WD,Normal,125000
1194,120,RM,70.04995836802665,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,TA,TA,PConc,883,0,341,1224,GasA,Ex,Y,1224,0,0,1224,1,0,2,0,2,1,TA,5,Typ,0,2,402,Y,0,304,0,0,0,0,0,6,2009,WD,Normal,165000
1195,60,RL,80.0,9364,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,371,0,292,663,GasA,TA,Y,663,689,0,1352,0,0,1,1,4,1,TA,7,Typ,0,1,299,Y,379,36,0,0,0,0,0,3,2010,WD,Normal,158000
1196,60,RL,51.0,8029,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,0,0,728,728,GasA,Ex,Y,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,0,2,400,Y,100,24,0,0,0,0,0,7,2008,WD,Normal,176000
1197,60,RL,58.0,14054,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,879,879,GasA,Ex,Y,879,984,0,1863,0,0,2,1,4,1,Gd,9,Typ,1,3,660,Y,100,17,0,0,0,0,0,11,2006,New,Partial,219210
1198,75,RM,65.0,8850,Pave,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,0,0,815,815,GasA,Ex,Y,815,875,0,1690,0,0,1,0,3,1,TA,7,Typ,1,1,225,Y,0,0,330,0,0,0,0,7,2006,ConLw,Normal,144000
1199,20,RL,70.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1212,1212,GasA,Ex,Y,1212,0,0,1212,0,0,2,0,3,1,Gd,6,Typ,0,2,573,Y,356,0,0,0,0,0,0,6,2009,WD,Normal,178000
1200,20,RL,75.0,11235,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,5,1963,1979,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,547,0,504,1051,GasA,Gd,Y,1382,0,0,1382,0,0,1,1,3,1,TA,6,Typ,1,2,459,Y,0,82,0,0,0,0,0,10,2006,WD,Normal,148000
1201,20,RL,71.0,9353,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,0,0,864,864,GasA,Gd,Y,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,1,280,Y,0,0,0,0,0,0,0,7,2006,Oth,Abnorml,116050
1202,60,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,0,0,866,866,GasA,Ex,Y,866,913,0,1779,0,0,2,1,3,1,Gd,6,Typ,0,2,546,Y,198,36,0,0,0,0,0,3,2009,WD,Normal,197900
1203,50,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,0,0,884,884,GasA,Ex,Y,884,464,0,1348,1,0,1,0,3,1,TA,5,Typ,1,1,216,N,0,0,208,0,0,0,0,5,2009,WD,Normal,117000
1204,20,RL,75.0,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1630,1630,GasA,Ex,Y,1630,0,0,1630,0,0,2,0,3,1,Gd,6,Typ,1,2,451,Y,74,234,0,0,0,0,0,10,2009,WD,Normal,213000
1205,20,RL,78.0,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,788,0,268,1056,GasA,Ex,Y,1074,0,0,1074,1,0,1,1,3,1,TA,6,Typ,0,2,495,Y,0,88,0,0,0,0,0,7,2006,WD,Normal,153500
1206,20,RL,90.0,14684,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,485,177,1496,2158,GasA,Gd,Y,2196,0,0,2196,0,0,2,0,3,1,Gd,7,Typ,1,3,701,Y,84,70,0,0,0,0,0,6,2009,WD,Normal,271900
1207,20,RH,70.04995836802665,8900,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,1056,0,0,1056,GasA,TA,Y,1056,0,0,1056,1,0,1,0,2,1,TA,5,Typ,0,1,384,Y,0,42,0,0,0,0,0,11,2006,WD,Normal,107000
1208,20,RL,70.0,9135,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,340,0,1342,1682,GasA,Ex,Y,1700,0,0,1700,1,0,2,0,3,1,Gd,7,Typ,0,2,544,Y,192,23,0,0,0,0,0,5,2006,WD,Normal,200000
1209,20,RL,70.0,7763,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1962,1980,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,504,108,319,931,GasA,TA,Y,1283,0,0,1283,1,0,1,0,3,1,TA,6,Typ,0,2,506,Y,0,0,0,0,0,0,0,10,2008,WD,Normal,140000
1210,20,RL,85.0,10182,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1220,0,440,1660,GasA,Ex,Y,1660,0,0,1660,1,0,2,0,3,1,Gd,8,Typ,1,2,500,Y,322,50,0,0,0,0,0,5,2006,New,Partial,290000
1211,60,RL,70.0,11218,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,PConc,0,0,1055,1055,GasA,Ex,Y,1055,790,0,1845,0,0,2,1,3,1,Gd,8,Typ,1,2,462,Y,635,104,0,0,0,0,400,5,2010,WD,Normal,189000
1212,50,RL,152.0,12134,Pave,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,1988,2005,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,Wood,427,0,132,559,GasA,Gd,Y,1080,672,0,1752,0,0,2,0,4,1,TA,8,Typ,0,2,492,Y,325,12,0,0,0,0,0,6,2010,WD,Normal,164000
1213,30,RL,50.0,9340,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,344,0,328,672,GasA,TA,Y,672,0,0,672,1,0,1,0,2,1,TA,4,Typ,0,1,234,N,0,113,0,0,0,0,0,8,2009,WD,Normal,113000
1214,80,RL,70.04995836802665,10246,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,9,1965,2001,Gable,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,648,0,0,648,GasA,Ex,Y,960,0,0,960,1,1,0,0,0,1,TA,3,Typ,0,1,364,Y,88,0,0,0,0,0,0,5,2006,WD,Normal,145000
1215,85,RL,69.0,10205,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,784,0,141,925,GasA,TA,Y,999,0,0,999,1,0,1,0,3,1,TA,6,Typ,0,1,300,Y,150,72,0,0,0,0,0,5,2006,WD,Normal,134500
1216,20,RL,99.0,7094,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,180,374,340,894,GasA,TA,Y,894,0,0,894,0,0,1,0,3,1,TA,5,Typ,0,1,384,Y,0,0,0,0,0,0,0,5,2007,WD,Normal,125000
1217,90,RM,68.0,8930,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,TA,TA,Slab,0,0,0,0,GasA,TA,Y,1318,584,0,1902,0,0,2,0,4,2,TA,8,Typ,0,2,539,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,112000
1218,20,FV,72.0,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,936,0,364,1300,GasA,Ex,Y,1314,0,0,1314,1,0,2,0,3,1,Gd,6,Typ,0,2,552,Y,135,112,0,0,0,0,0,9,2009,New,Partial,229456
1219,50,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1947,1950,Gable,CompShg,AsbShng,AsbShng,TA,TA,Slab,0,0,0,0,GasA,Gd,N,672,240,0,912,0,0,1,0,2,1,TA,3,Typ,0,0,0,N,0,0,0,0,0,0,0,7,2006,WD,Normal,80500
1220,160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,0,0,672,672,GasA,TA,Y,672,546,0,1218,0,0,1,1,3,1,TA,7,Typ,0,0,0,N,201,0,0,0,0,0,0,4,2006,WD,Abnorml,91500
1221,20,RL,66.0,7800,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,312,600,0,912,GasA,TA,Y,912,0,0,912,0,0,1,0,2,1,TA,5,Typ,0,1,288,Y,0,0,0,0,0,0,0,11,2006,WD,Abnorml,115000
1222,20,RL,55.0,8250,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,250,492,210,952,GasA,Ex,Y,1211,0,0,1211,0,0,1,0,3,1,TA,5,Typ,1,1,322,Y,0,63,0,0,0,0,0,8,2008,WD,Normal,134000
1223,50,RL,78.0,10496,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,196,0,844,1040,GasA,Ex,Y,1168,678,0,1846,0,0,2,0,3,1,TA,7,Typ,1,1,315,Y,0,0,0,0,0,0,0,1,2007,WD,Normal,143000
1224,20,RL,89.0,10680,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,756,0,1380,2136,GasA,TA,N,2136,0,0,2136,0,0,2,0,4,1,TA,7,Mod,0,2,528,Y,0,30,0,0,0,0,0,10,2006,WD,Normal,137900
1225,60,RL,60.0,15384,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,724,0,64,788,GasA,Ex,Y,788,702,0,1490,1,0,2,1,3,1,Gd,8,Typ,1,2,388,Y,100,75,0,0,0,0,0,2,2008,WD,Normal,184000
1226,80,RL,65.0,10482,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,8,1958,1958,Hip,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,507,0,81,588,GasA,Ex,Y,1138,0,0,1138,0,1,1,0,3,1,TA,6,Typ,0,1,264,Y,224,0,0,0,0,0,0,6,2007,WD,Normal,145000
1227,60,RL,86.0,14598,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,894,894,GasA,Ex,Y,894,1039,0,1933,0,0,2,1,4,1,Gd,9,Typ,1,3,668,Y,100,18,0,0,0,0,0,1,2008,WD,Normal,214000
1228,20,RL,72.0,8872,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1965,2008,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,595,0,317,912,GasA,Ex,Y,912,0,0,912,1,0,1,0,2,1,Gd,5,Typ,0,2,576,Y,0,240,0,0,0,0,0,12,2008,WD,Normal,147000
1229,120,RL,65.0,8769,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,Ex,TA,PConc,1540,0,162,1702,GasA,Ex,Y,1702,0,0,1702,1,0,1,1,1,1,Ex,7,Typ,1,3,1052,Y,0,72,0,0,224,0,0,10,2008,New,Partial,367294
1230,80,RL,70.0,7910,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,TA,TA,CBlock,666,0,409,1075,GasA,Gd,Y,1507,0,0,1507,0,0,2,0,4,1,TA,7,Maj1,0,1,404,Y,0,0,0,0,0,0,0,8,2008,WD,Normal,127000
1231,90,RL,70.04995836802665,18890,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,1977,Shed,CompShg,Plywood,Plywood,TA,TA,CBlock,498,211,652,1361,GasA,Ex,Y,1361,1259,0,2620,0,0,2,2,4,2,TA,12,Typ,1,2,600,N,155,24,145,0,0,0,8300,8,2007,WD,Normal,190000
1232,90,RL,70.0,7728,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,803,0,303,1106,GasA,TA,Y,1190,0,0,1190,1,0,1,0,3,1,TA,6,Typ,0,2,540,Y,0,18,0,0,0,0,0,5,2006,WD,Normal,132500
1233,90,RL,70.0,9842,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,TA,TA,Slab,0,0,0,0,GasA,TA,Y,1224,0,0,1224,0,0,2,0,2,2,TA,6,Typ,0,2,462,Y,0,0,0,0,0,0,0,3,2007,WD,Normal,101800
1234,20,RL,70.04995836802665,12160,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,Plywood,Plywood,TA,TA,CBlock,1000,0,188,1188,GasA,Fa,Y,1188,0,0,1188,1,0,1,0,3,1,TA,6,Typ,0,2,531,Y,0,0,0,0,0,0,0,5,2010,COD,Abnorml,142000
